ACCOUNT,TIMESTAMP,TWEET,LIKES,RETWEETS,ACCOUNT_NAME,ACCOUNT_BIO,ACCOUNT_FOLLOWERS,ACCOUNT_FOLLOWING,ACCOUNT_LOCATION,PROFILE_LAST_UPDATED

